compound,adipose_subcutaneous,adipose_visceral_omentum,adrenal_gland,artery_aorta,artery_coronary,artery_tibial,brain_amygdala,brain_anterior_cingulate_cortex_ba24,brain_caudate_basal_ganglia,brain_cerebellar_hemisphere,brain_cerebellum,brain_cortex,brain_frontal_cortex_ba9,brain_hippocampus,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,brain_putamen_basal_ganglia,brain_spinal_cord_cervical_c-1,brain_substantia_nigra,breast_mammary_tissue,cells_cultured_fibroblasts,cells_ebv-transformed_lymphocytes,colon_sigmoid,colon_transverse,esophagus_gastroesophageal_junction,esophagus_mucosa,esophagus_muscularis,heart_atrial_appendage,heart_left_ventricle,kidney_cortex,liver,lung,minor_salivary_gland,muscle_skeletal,nerve_tibial,ovary,pancreas,pituitary,prostate,skin_not_sun_exposed_suprapubic,skin_sun_exposed_lower_leg,small_intestine_terminal_ileum,spleen,stomach,testis,thyroid,uterus,vagina,whole_blood
BRD-K97629076,-0.7699677,0.0,0.0,0.0,0.0,0.6656179,-1.8284156,0.8973551,-1.2028805,0.0,1.1513864,1.120368,-0.8418918,0.0,0.0,2.2641973,0.0,-0.14637424,0.09780085,-0.13783391,0.0,0.0,-0.79482144,-2.001842,0.0,0.13521673,0.76401085,-0.9828601,0.7591043,-0.99167806,0.79482144,0.0,0.1436553,0.0,0.0,0.0,-0.6719839,-2.2952943,0.0,0.83171946,-0.13592732,0.0,0.0,0.0,-0.09505196,0.0,0.0,0.0,0.0
BRD-K97701319,0.12870476,-0.097899154,2.296832,0.3063317,-0.74087024,0.0,0.76794,-0.059712417,0.0,-0.8320992,0.110106,0.44611225,0.0,0.42246568,0.6253144,-0.44611225,0.0,0.7440495,-0.36005998,-0.002784634,-0.104367755,0.0,0.24715418,-0.38063714,-0.3470341,-1.146543,-0.5333954,0.0,0.894246,0.45873517,-1.436669,0.3063317,-0.10773976,-0.86588067,0.15950523,0.4466239,0.0,0.45873517,0.0,-0.42795947,-1.0643752,-0.6273021,0.3711586,0.44611225,0.046775278,0.4958277,0.3365179,0.22667938,-1.0177976
BRD-K97764662,0.07575959,-0.45944455,-1.2123815,-0.3784882,1.3456148,0.03375032,0.32862476,-0.14461595,0.32747677,-0.94627494,0.1649938,0.9216669,0.5782107,-0.028489953,1.6919041,-0.48324183,3.1309385,0.010488685,0.42503652,-0.52243704,0.8264639,0.9027826,-0.5125283,-0.09310333,-0.4047334,-0.02514678,-0.034875125,-0.06179629,-0.015303779,-0.83369064,-0.334784,-0.25390872,-0.58283204,-0.14701292,-0.04964144,-0.07303576,0.44260123,-0.5782101,0.23228991,-0.52989656,-0.2757268,-0.5924815,0.18426552,0.2805497,-0.53729683,1.4223647,0.57158256,-1.0757271,-0.6685383
BRD-K97926541,0.0,0.58909744,-0.5685227,0.0,0.0,0.8013081,0.0,0.0,0.0,0.0,-0.8290896,0.0,0.0,0.0,0.0,0.0,1.261825,0.0,0.0,-2.3561816,-0.91522413,0.0,0.0,0.0,-0.87330294,0.011005799,-0.30811623,-0.65454584,0.0,-1.1355792,1.120368,0.0,0.0,-1.0152522,1.3671265,0.0,0.0,0.7983366,0.0,-0.9828601,0.6435293,0.0,-0.81339234,0.9064628,-0.8654473,-0.55375385,0.0,0.0,0.8502112
BRD-K97936712,-0.27320015,0.32285193,0.15093423,-0.75435543,-0.6345776,0.13886705,-0.118946046,0.39036718,0.0,0.28160998,-0.7675829,0.0,0.33847907,0.0,1.2113088,0.6221389,0.474138,0.18682386,0.99088,-0.67995393,-0.44202745,0.0,-0.0908808,0.8807072,1.1313998,-0.5311876,0.78442377,0.0,-0.2927342,-0.6359309,0.27907875,0.44771305,0.44826794,0.8636407,-0.14784732,0.33847907,0.13886705,0.09687016,0.43617243,-0.3395659,0.35351244,0.0,-0.53915447,0.15301833,0.30178136,0.3392199,1.4591558,0.23318763,0.24719888
BRD-K98004941,0.0,0.0,-1.0690421,0.0,0.0,0.0,0.0,0.0,0.0,-0.043844316,1.3080584,0.0,0.0,1.3367356,0.0,0.0,-1.4196166,0.0,0.0,0.0,1.0681992,0.0,0.0,1.2391078,1.0690421,0.0,0.031919323,0.044173706,-1.0505061,0.0,-0.9881076,0.0,0.0,-0.74184376,-0.9131613,0.0,0.0,0.0,0.0,0.0,0.9255361,0.0,0.0,-1.0592543,0.0,0.0,0.0,0.0,1.0094457
BRD-K98079119,0.9402311,-1.1376389,1.0632254,0.0,0.0,0.0,0.0,0.0,-1.4008561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3819278,0.0,2.6703887,1.2289047,0.0,0.0,0.0,1.1451014,-0.95931506,0.0,0.0,0.99576205,0.0,0.0,0.0,0.0,-0.051149525,0.0,0.0,0.9725791,1.1922433,0.0,0.0,0.0,0.0,0.0,0.0,1.0987103,-0.87215006,0.0,0.0,-1.0306427
BRD-K98173387,0.18481882,-0.5438671,0.20186166,1.0171676,-0.28897128,0.20457631,-1.3277166,0.9089699,0.24249434,-0.93352383,0.0,-0.44184968,0.2441349,1.5819883,-0.4676095,0.0,-0.4676095,0.0,0.3559142,-0.7179523,-0.12188732,0.0,0.045318916,0.0,0.0,-1.5615561,-0.17787611,-0.21801876,0.6055765,-1.1682011,1.52871,0.022157473,-1.3413674,-1.0331371,0.54076445,0.0,-0.15935646,-0.7008661,0.0,0.0,-0.18620148,0.0,0.6912191,-0.48331913,0.5491179,0.16881661,0.37658966,-0.3492773,0.68461466
BRD-K98381590,1.8948951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6021658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.96752304,1.3524196,0.0,0.0,-1.5094364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRD-K98426715,-0.050245546,0.9506313,0.40711734,-0.012106931,0.0,0.0008394641,0.714812,0.5353751,0.0,-0.2013026,0.0,0.0,0.50004417,0.0,0.0,0.0,-1.554649,0.0,0.013646017,1.0917971,0.11775468,0.0,1.6122423,1.3400303,-1.0307224,0.3380006,-0.024268933,-0.50004417,-0.679158,0.0,-0.33068305,0.49079147,-1.2161895,0.30311203,-0.31879124,-0.48603016,0.0,0.000686857,-1.1332821,-0.48603016,0.024976032,0.0,-0.68196034,-0.6072914,-0.44962868,-0.06535321,0.5353751,0.0,0.98885906
BRD-K98676510,0.7838497,1.12763,0.016003534,0.98564523,-0.32108426,-0.53954524,0.0,-0.5768316,-1.1295929,-1.1113545,0.43667668,0.875365,-0.48491496,-1.4628419,-1.6261259,-0.21094128,-0.075342394,-0.7246902,0.33775625,0.68545127,-0.41721234,0.0,0.07715608,0.98133117,0.5300619,2.243219,-0.10359155,-0.08977934,-0.59405434,-0.09685626,-0.35907802,0.47509158,1.861889,-0.45946702,-1.3335162,0.10005283,-0.10287991,-0.41099456,-1.2987523,0.95578706,0.056990385,0.26470625,-0.5317472,0.45693782,-0.18366732,-0.25266024,2.8580341,-0.38793936,-0.20184909
BRD-K98714523,0.45398128,-0.6918196,0.0,0.99803585,-1.2432472,1.0289037,0.9403505,2.5870578,0.0,-0.49582228,0.0,0.7660396,-0.15346624,-0.85718924,-0.71788424,0.0,-0.97942424,0.0,1.2109005,0.0,0.14401516,-1.4929996,-0.3466304,0.0026597804,0.6083777,0.93190557,0.13350154,0.0,0.0,0.0,-0.3066289,0.0,-1.9570689,1.3830531,0.37431362,-0.88830405,0.0,-0.10981042,1.4323981,0.0,-0.84598494,0.0,0.0,-0.14350201,-0.4601184,0.12821378,-0.5636156,0.0,0.5939288
BRD-K98731749,-0.91382444,-0.43181446,0.1780546,-0.48121777,-0.035680313,-0.013273239,0.30334154,-0.09806333,-1.0584117,0.015306461,-0.04890922,0.090785384,0.15635525,0.51391786,0.65309477,-0.55518293,1.1546247,0.3782878,0.47462955,-0.17396958,0.52711177,1.0400862,0.18101564,1.2146537,0.6287518,-1.5759099,0.057049897,0.055725828,0.12854688,0.0,-0.28304923,-0.7667853,0.47465858,-0.17437787,-0.27195367,1.9023656,-1.3722554,-0.17851125,-0.18137355,-0.7473572,0.09994008,0.23581459,0.32112902,0.55518293,-0.043566458,-0.7232727,-0.79926425,0.23381805,0.20770304
BRD-K98739056,-0.064732134,0.0,0.0,-0.719166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.464721,-1.3896194,-1.5016762,1.0973529,0.0,1.0973529,0.0,0.0,0.0,-0.13564302,0.0,0.4494034,0.0,0.0,0.0,0.0,-0.92989045,-0.16570382,0.0,0.0,0.0,1.066499,0.04686366,0.0,0.0,-0.7501092,0.0,0.077686556,0.0,0.98429394,0.0,0.0,0.0,0.0,0.6544339,0.0,0.0,0.0
BRD-K98824517,1.306464,0.6025827,0.055006027,0.30501446,-0.2957113,-0.12754887,0.20395741,-0.029329399,2.179386,-0.5869925,1.208564,-0.2570495,0.5893893,0.54542935,2.2675526,-0.6293596,0.7166492,-0.098477155,0.6033013,-0.1241332,1.5831052,0.7757246,-0.22860602,0.3129059,0.47082978,-0.14135607,0.23512523,-0.70282793,1.3707275,-0.3382168,-0.34144858,-0.010090686,0.27695805,-0.33378315,-2.1508756,0.051550217,0.097404815,-0.47243014,0.32476446,-0.010175991,-1.3868114,-0.5058881,0.53107923,0.07090799,-1.2778323,0.7550569,0.21229336,1.5671383,-0.15505011
BRD-K98834634,-0.1861562,0.02799137,0.39077684,-0.3304941,0.24343197,-0.16578728,0.0,-0.18538867,-0.6848208,-0.57718897,-1.0930383,0.3882276,0.0,0.0,3.6432679,0.19766566,0.0,0.0,-0.18623364,-0.60618985,0.0,0.0,0.560566,0.5216239,0.9526268,-0.15134834,0.0822103,-0.0059437207,0.25794905,0.40030852,0.16202915,0.25615135,0.053249262,0.82490385,0.0,-1.6838354,0.0,-0.10566363,0.19419685,0.7481285,-0.9735363,0.0,-0.5111651,-0.23152308,0.40385744,0.76259446,0.5216239,0.31872585,0.79287004
BRD-K98856658,0.35747162,0.0,-0.01439228,-0.4126151,-2.173772,0.0,1.0503447,0.0,0.0,-0.087878585,0.867514,0.7281376,0.0,0.0,0.7572562,-0.7281376,0.0,1.0252413,0.55442667,0.0,0.53980297,0.0,-0.080191575,0.0,0.7648853,-1.9186537,1.2990279,0.09034094,0.0,0.0,0.82193905,0.0,0.7281376,-0.57540613,1.7774721,0.0,0.0,1.4648602,1.4479185,-0.69130456,-1.5955309,-1.19163,-0.7334905,0.0,-0.5478492,-0.07876846,-0.69130456,0.24656557,-0.48209435
BRD-K98896788,0.23092483,1.1720948,-1.0294017,0.45901763,0.0,0.86818594,0.0,0.51828015,0.0,0.26189494,-0.6174543,-0.9519803,0.1159608,-0.8866424,0.0,0.0,2.6343222,0.0,0.0,1.6413338,-0.80591357,0.0,0.31608322,1.3034492,0.3781978,-1.5416565,-0.24655305,0.0,-0.8762135,-0.6032438,-0.31608322,0.0,-0.58962566,-1.1883407,0.09439857,0.0,-1.4141958,0.0,0.0,0.0,0.8798005,0.0,0.6174543,0.0,0.04812556,0.3604399,0.0,-1.0094457,0.0
BRD-K99146421,-0.063563175,0.0,0.0,0.833188,0.8149654,-1.002546,0.0,0.0,1.1081561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9780459,0.0,0.0,0.0,0.0,0.0,0.0,0.6587289,0.0,0.0,0.0,0.0,0.0,0.0,0.462731,0.21576454,0.8725437,0.0,-0.9050153,0.0,0.8725437,0.0,0.0,0.0,1.0197722,0.0,0.0,0.0,2.0919292,0.0
BRD-K99311057,0.6784601,0.0,0.0,0.915549,0.0,-0.77480525,0.0,0.0,0.0,0.0,1.3937693,0.0,0.95547044,0.0,1.1234642,0.0,0.0,0.0,0.0,0.0,0.8881186,0.0,0.0,0.0,0.0,-1.7926148,0.0,0.0,0.0,1.1076983,0.0,0.0,0.0,0.0,-1.0847259,-1.1398728,0.78136843,0.0,0.0,0.0,0.0,0.0,-1.2509876,1.1269647,0.0,0.0,0.95547044,0.9770905,0.0
BRD-K99380810,-1.5925996,0.0,0.0,0.0,0.63633907,0.0,0.0,0.0,0.0,0.6198389,0.0,-0.24455996,0.0,0.794399,0.0,0.0,0.0,1.275873,0.0,1.5010965,-0.862822,0.0,0.7437021,0.0,0.5891235,0.0,0.52577865,0.0,-1.5010965,0.0,0.0,0.0,0.0,0.9179977,-1.2390671,-0.867514,1.3245668,-1.081628,0.0,-0.92989045,-0.725143,0.0,0.0,0.0,0.0,-0.6544339,0.0,-0.2396648,-0.80591357
BRD-K99475920,1.6963246,1.1385621,-0.013090269,0.4917148,-0.55272025,-0.9884864,-0.7954319,-0.5084635,-0.6536888,-0.945076,0.0,-0.15386981,-0.72555465,-0.7454625,1.8077533,0.0,0.1597054,0.6536888,0.41835716,0.0,-0.5192193,0.0,-0.04815054,-0.66161424,0.0,0.12879258,0.28448564,1.1599091,0.8670326,0.5930285,-1.1283088,0.0,-0.73333776,-0.6703246,-1.0804155,0.45986253,-0.6050016,0.976855,0.0,-0.6059492,-0.024306234,0.0,0.0,0.0,-0.047754683,0.32191375,0.0,-0.62582487,0.4867971
BRD-K99502566,-0.120357044,-0.3222766,0.30359647,0.08217869,-0.5365364,-0.6507216,0.7071552,0.0,0.0,-0.3351841,-0.011452674,0.25095138,0.1658219,0.0,2.059158,-0.53235114,0.41035658,0.68366146,0.3177892,-0.2287879,-0.40781772,0.0,0.22009522,-0.5879434,-0.8189273,0.075159,0.013489,-0.7575966,-0.6520357,2.1464846,0.3226993,0.28992584,-1.2514526,0.35871354,-0.78451747,-0.21796304,-2.1328998,0.671673,-0.85750407,-0.5437793,-0.9296239,-0.5692577,-0.69203466,0.25095138,0.30925047,-0.2613375,-0.38378495,0.5365364,1.3589816
BRD-K99582188,-0.11457135,-0.19860509,-0.32260302,-1.3427866,0.22532898,1.185876,-1.0108303,0.24844407,0.36195508,-0.98716474,0.0,0.0,-0.090970434,0.27997735,0.6866483,-0.28727716,0.60225654,0.0,0.3384169,0.4130203,1.0349623,1.1512492,0.08127915,-0.14128967,0.43744844,-0.076798566,-1.0010089,-0.5146486,-0.34359872,-1.2624497,0.30499482,0.46854717,-1.1138711,1.1625922,1.4592497,-1.4695601,-0.113696,0.8374973,-0.27839956,-0.40142193,-0.19063856,0.0,-0.037789486,0.3514845,0.86517406,0.4755202,0.0,-0.22532898,-2.0462227
BRD-K99616396,0.47708675,-0.47139376,-0.070648335,0.5489349,-0.84537876,-0.16933253,-0.44363153,0.16631015,0.32353163,0.49561495,-0.014579567,0.41590658,0.243433,-0.030000374,0.05738772,-0.74693835,0.25421506,-0.78276,0.32815725,-0.13452859,-0.5487623,0.0,-0.44252643,0.52825403,1.3833618,-0.06713282,0.063467614,-0.05566813,0.44706118,0.27624914,-0.12505138,-0.7288893,1.286697,2.612418,-0.99589247,1.4074833,-0.35368866,-0.007932137,-0.52516323,0.23313317,-0.023457622,0.32449782,-1.1735518,0.38943803,0.0051034708,-0.28836766,-0.66979307,0.26391244,-1.0399574
BRD-K99633092,0.30062982,-0.06175763,-0.58984566,-1.3910636,0.33542183,0.33353606,0.2931835,0.47169045,-0.60086846,-1.5020434,1.2789589,-0.49882397,0.17992933,0.104486324,1.9587023,-0.7021251,0.74084234,-0.14283153,0.6881873,-0.8123657,0.8750651,0.0,-0.37209848,1.1352724,0.528173,-1.1711189,-0.121141724,-1.0891474,-0.023213482,-0.4009678,-0.16694362,0.19425498,1.3009748,-1.0955524,-0.99972695,-0.13920146,1.5042397,0.2598169,-0.07846125,0.05715381,-0.50919783,-0.26386714,-0.28841168,0.0042071734,-0.16349845,0.571092,0.017802048,-0.66080475,-0.44224766
BRD-K99696746,-0.7624575,-1.0234425,0.79780334,0.0,-0.92736447,0.0,0.0,1.1012548,0.0,0.0,0.0,1.0420672,0.0,0.0,0.0,0.0,-1.1825349,1.1239623,0.0,0.0,0.839121,0.0,-1.8760089,0.0,0.9336315,0.0,0.6904226,0.0,0.0,0.0,0.0,0.0,0.0,-0.61525846,0.0,-1.0441647,-0.7270067,0.0,0.0,0.0,0.0,1.1239623,0.0,0.0,-0.92569494,-1.5602609,-2.404014,1.3246944,0.0
BRD-U00779237,-0.20537022,0.27507195,-0.36661243,-0.34137678,-0.033928897,0.3877849,-1.4177997,-0.61664164,-0.041371576,-1.1442096,-1.9214951,0.2367835,-0.36847538,-0.8305974,0.18966572,-0.76734436,0.21984267,-0.83572644,-0.13966516,-0.062029418,0.08086096,0.0,-0.16174683,-0.5496782,-0.0535372,-0.45368493,-0.1880138,1.0393938,0.61399245,-0.47537833,0.16121203,-0.0103607355,-0.69310904,-1.303891,-0.9345614,-0.16547495,-0.38267338,-0.14964123,0.32771516,0.10979988,-0.6374561,-0.15583846,0.29176864,1.1909318,-0.46906242,0.23713219,-0.48089626,-0.21222335,0.29830068
BRD-U04166717,0.8933574,-0.5828368,-0.075708486,0.6665781,0.22424631,0.34462875,-2.5095181,-0.29310095,-0.47382683,0.39662144,-0.32649705,-0.37141606,0.30042607,0.07328407,0.5337477,0.0,-0.09243906,-1.8176471,-0.14858158,-0.15969801,-0.2695533,0.0,-0.5859477,0.94084376,0.53119224,-0.095069036,0.7351008,-0.09004267,1.0187427,1.1773123,-0.7579432,-0.2928335,0.40617895,-0.51754713,-0.1986229,-0.7582527,0.0040019974,0.33520854,-1.1434199,0.20956896,-0.33274236,0.47382683,-0.23929779,-0.048884403,-1.082661,-0.9981852,0.30042607,-0.22424631,-0.6945653
BRD-U25771771,1.0502605,-0.38147134,-0.45419168,-0.6151172,0.26530287,1.0143344,-0.58661,0.5543388,-0.06709712,-0.460319,0.48312542,1.0286522,-0.44595972,-0.26208866,-0.28509963,-0.65771013,2.0464184,-0.30558848,0.71188545,0.38034168,0.4590417,0.7227601,-0.04285414,-0.08373693,-1.6363482,-0.043956596,-0.503173,0.6122761,0.7190781,-0.56422824,-0.1728104,-0.44479278,-1.1477798,-0.5052384,-1.19418,0.16658428,-0.30525512,0.45706284,-1.5853064,-0.0017673494,-0.4287304,-0.6622367,-0.56873286,0.2186245,-1.3028604,0.31885928,0.33722213,0.27394062,-0.773415
BRD-U29336476,-0.41606405,-0.40569007,-0.78878224,-0.3436934,0.48669216,0.39267933,-0.26446164,-0.3658023,0.0034990553,-0.99092263,-0.5466104,1.0261326,0.05227394,-0.45051965,0.24664015,-0.29940605,0.8998396,0.0031524666,0.14613637,0.24589923,-0.6684175,0.0,-0.09060719,0.5154387,0.20152417,-0.54563516,-0.105015576,-0.07101132,0.25911903,-1.5388227,-0.79404384,0.70854205,0.45044628,0.35266346,0.366009,0.782928,-0.16232848,0.08267708,0.1707637,-0.26413593,-0.29509023,-0.6878746,-0.8193338,0.039628584,-0.3663369,-0.46761692,0.17703606,1.0286673,0.17370701
BRD-U31801276,0.06357635,0.0,-1.040038,-0.24653511,0.39886603,0.47896644,0.70437163,0.27591583,0.0,0.74546856,-0.955291,0.57615596,0.29064366,0.5081709,-0.110313416,0.0,1.1910937,0.6808976,1.610675,-0.024218058,-0.6428185,0.0,-0.035930652,0.8110501,-1.7828412,0.36130077,-1.0484551,-1.4740235,-1.4454366,-0.8766748,-0.39526224,-0.9550676,0.39526224,-0.23180634,0.46281877,0.2134746,0.17466511,-1.7334402,0.0,0.0,0.17807743,0.0,0.0,0.39526224,-0.15920761,-0.3964681,-1.0468774,0.0,-0.98831004
BRD-U32049204,-0.12753123,-0.80042994,-0.65547705,0.6967319,0.058311906,0.5445101,0.0,-0.62864447,0.79814255,0.3936758,0.0,-0.07725485,0.6432686,-0.040871087,0.0,0.0,0.7321447,0.0,2.4706192,-0.24957365,0.357696,0.0,-0.14139299,-0.05189159,0.70826983,-0.5022772,-0.16041698,0.0,-0.63160855,-1.1022315,0.6453717,-0.5463173,0.0,0.27244473,0.9776053,0.5771191,0.91988766,-0.7746253,-0.06107469,0.29784402,0.019193646,-0.4797311,1.7485068,0.44533372,0.03998033,0.5868847,-0.30548626,-0.32161117,-0.21826333
BRD-U32365159,0.5609483,0.0,-0.3152538,0.33998,-0.32024196,0.5583363,0.0,0.0,0.0,-0.52937776,0.0,0.070792176,-1.3420682,1.2470909,0.038901325,-0.5162162,0.6004975,0.0,0.79296666,1.6649377,-0.5050619,0.0,0.0,0.50360316,0.3147561,-0.38937795,-1.147846,0.0,1.0350424,-0.46498367,-0.7436269,-0.3924541,-1.6227268,-0.13943334,0.0,-1.3551427,-0.26617736,-0.389305,-0.501959,-1.0291294,0.8847374,0.0,-0.10555696,0.8370892,-0.35403013,0.2606901,-0.44756973,0.6004975,0.0002440329
BRD-U33728988,-0.272454,0.14757305,0.24613816,0.68364435,0.6658079,-0.57746035,0.68890715,0.24680504,0.3043389,0.3589788,-0.55884695,-0.55943775,0.14963238,0.30486396,1.3512975,0.40203032,-0.71740746,0.15711623,-0.068469934,-0.17569086,-0.62388307,0.0,0.034527645,0.93046206,-0.098536596,-1.479556,-0.23657927,0.3411913,-0.18818708,-0.8100687,-0.09889449,-0.32715142,-0.4287145,-0.2451387,-0.012156475,1.2014085,-0.26474047,0.5551649,-0.35098338,-0.39921775,0.111915745,-0.2185799,-2.9484372,-1.3057534,0.3330399,0.51755416,0.21961781,-0.47149417,0.64546174
BRD-U37049823,1.5438359,-1.1033866,0.41798142,-0.7153545,0.23361756,0.13662322,-0.38772368,0.03650979,-0.0011379926,0.106107526,-0.733286,0.6974928,-0.4390409,-0.15385924,-1.0058132,-0.14583364,-0.22332494,-1.0116771,1.3794218,0.9682092,0.28757447,0.97543555,-0.78351045,1.6022434,0.7177982,0.37363842,-1.6967025,-1.2593392,-0.4597515,0.19517869,-1.4597712,-1.1663926,-0.16861717,-0.8336838,-0.053037632,-0.5757355,0.41346467,-0.62701833,-0.44837585,-0.20744522,0.046029635,-0.23947492,-0.822907,0.07559771,-1.3183889,0.8654019,1.4612874,-0.67441803,0.3533633
BRD-U43867373,0.1239698,-0.008071552,0.010358763,1.8039281,-0.112454675,-0.01289128,0.04272582,-0.88106257,0.848666,-0.123986825,-0.3825062,0.5887705,-0.1795296,-0.2661007,-0.54445636,-0.3464413,0.41534486,0.09801512,0.268452,-0.25289392,0.8038632,0.0,0.43443257,0.33211055,0.41614217,-0.65061575,0.7237013,0.39486846,2.6062813,-0.66395426,0.0047613513,-0.38084695,1.337883,0.01822609,0.24853848,-0.2682966,-0.25177863,0.43020412,0.28616723,0.39288548,-0.23392682,-0.17675681,0.25541916,0.25771177,-0.21844074,0.42187324,-0.22169048,-0.2474115,0.14885657
BRD-U44618005,-0.31629765,0.16589324,0.16822599,1.1315485,-0.45615554,0.6071309,0.10577989,0.0,-0.66527396,-1.2868783,0.29280967,0.73988676,2.3720903,-0.27315497,0.38310996,-0.44985038,0.5069451,0.75021124,0.8180245,-0.1790053,0.41826063,0.0,-0.654652,-0.63229287,0.9204716,1.5130984,-0.3101402,-0.8474432,0.12412867,0.7644909,-1.0159615,0.76408684,-0.03074916,-0.38186273,0.178955,0.001726868,0.21290943,-0.18829955,0.0073568528,0.52349603,0.24303432,1.6366875,-0.60452056,-0.13382775,0.19785355,0.38471302,-0.22665453,-0.3826897,0.50480133
BRD-U44700465,-0.2600219,-0.49598178,1.8258404,2.3918166,-0.97477376,-0.0031571896,1.0021034,0.8606684,0.0,-1.9572524,0.4157392,0.3481688,-0.27527356,0.0,-0.030520696,-0.3481688,-0.19802038,0.107770085,0.7704791,-0.19497861,0.039619733,0.0,-0.12955394,-0.8474727,-1.0515195,-0.48495632,0.36608574,-0.103143156,-0.3522318,-0.023407444,0.036717422,0.49022457,-0.029851388,-0.33599564,-0.7986939,-0.026358442,0.020296743,0.26878127,-0.27989265,-0.7659465,-0.9001316,0.0,0.6824446,-0.15482786,0.409251,0.5529195,-0.27527356,-0.2907696,-0.31530124
BRD-U51951544,-0.7253006,-0.18227594,-0.041515913,-0.13855663,0.2761618,1.0324333,-1.3036909,-0.58881325,-0.11847597,-1.3563957,-2.3561082,0.88489306,-1.28633,-0.60292715,0.6014831,-0.16870916,0.29483435,-0.45391217,0.024608504,0.53573066,0.47451866,0.10351967,-0.0093586,-1.8003966,-1.0727507,-0.7060707,-0.76716334,0.49600595,1.1562767,-0.44050485,0.03473151,-0.05564119,0.47571653,-0.016207632,-1.0458347,0.54795974,-0.07437657,-0.32366684,-0.15459713,-0.0027405482,-0.66571486,0.15440741,0.94603515,0.24016213,-1.464285,-0.14742708,-0.46821058,0.68030787,1.2980218
BRD-U64289953,0.38277173,-1.0178107,-0.8972709,-1.9248829,0.074360974,0.21269868,1.6800936,0.13947982,1.7620898,0.4584051,-0.3924016,1.6746812,-0.39017937,-0.39419037,-1.7675216,-0.16542228,2.1832862,-2.023692,-0.7491192,-0.19423185,-0.13720196,0.0,-0.3822291,1.1515934,-0.5847366,-1.4115585,-0.56579125,-0.44436198,0.48787037,-0.4958968,-0.4719135,-0.20657316,1.6016828,-0.77197,0.7103471,-0.50112605,-1.0200782,1.4144665,-0.41730696,0.45533204,0.15829818,-0.51046705,-0.35004452,-0.36244142,-0.33766413,-0.32442576,0.59474736,0.7531578,-0.011548627
BRD-U68942961,0.45428315,-1.0971018,-0.0074772523,-0.17898428,0.04198691,-0.38467777,0.43964076,0.20039926,0.3285093,-0.654874,0.2552377,2.6859305,-0.62407285,-0.9694005,-0.4938364,-0.40793025,0.22257267,-0.8551925,2.2499206,0.21155183,0.5747888,0.78425753,-0.4485993,0.9275851,-0.8384207,-1.8308465,-1.1045207,-0.41554782,-0.36322603,-0.21548101,-0.78340703,-0.6964438,2.4905596,0.39314702,0.12654194,0.75569135,0.22060484,0.9772001,-0.30459908,0.123919874,-0.27858368,-0.5356312,-0.59566224,-0.008846809,0.010643352,0.49341473,0.4780032,-0.06792542,-0.6361594
BRD-U73238814,0.25951564,0.83784133,0.52885205,0.7061215,0.0,0.087997995,0.3437519,0.14180863,-0.23222464,-0.662695,-1.4181182,-0.4099508,0.25984243,-1.2270341,0.18884581,0.21557933,0.54931295,0.5946001,-0.2620778,0.48289815,-1.1135554,0.0,-0.14021422,0.6927145,0.5700605,1.3059316,0.22593044,-0.4654384,0.55034494,0.7759282,0.14199974,0.19636072,0.5066748,-1.3106918,-0.9313167,0.17635669,0.011141038,-0.070856854,-0.53295296,-0.24529484,0.036891773,0.23222464,-0.49358714,0.5852362,0.04743995,-0.25785732,0.110166326,0.4299031,1.342034
BRD-U74615290,0.076064974,0.99337333,0.12366078,-1.0373101,0.18088368,-0.19684647,-1.1459157,-0.56476635,0.58677906,0.33320597,0.79031396,-1.456895,-0.009696703,-1.2107874,0.75010633,0.59327286,-2.326942,0.5130829,0.8116049,0.286142,-0.79024875,0.0,-0.003226179,-0.65108854,-0.7674766,-0.99790955,0.299751,0.19269338,-0.73203427,-0.46266764,-1.1745347,-0.7634122,0.23964325,0.85406816,-0.7470104,0.11003243,-0.81824857,-0.13194625,-0.24634567,-0.5654889,-0.020093132,0.32120347,-0.4319211,-0.025752459,-0.33859652,0.20376156,-0.6378526,0.0,-1.8543074
BRD-U82589721,-0.37329373,-0.92334855,-0.0021228716,-1.5207717,0.11541568,0.27652678,-1.700198,-0.06408218,-0.22275645,0.30387935,0.0004250115,0.5169029,-0.028749036,0.90995824,-0.9386114,-0.21985164,-0.6654218,-0.65992826,0.43441457,-0.0011159695,-0.062252495,0.0,-0.12534471,-0.29866865,-0.50965226,-2.81986,2.0558293,-0.18368447,0.6964282,-2.8206298,-1.0281153,0.04358501,1.26595,0.40472385,-0.7448475,-0.19353257,-0.5899061,-0.13927092,0.9239881,-0.26187128,-1.087402,0.0057296697,-0.7814512,0.10960802,0.29054356,-0.007736683,-0.056042474,0.656793,0.5858271
