compound,adipose_subcutaneous,adipose_visceral_omentum,adrenal_gland,artery_aorta,artery_coronary,artery_tibial,brain_amygdala,brain_anterior_cingulate_cortex_ba24,brain_caudate_basal_ganglia,brain_cerebellar_hemisphere,brain_cerebellum,brain_cortex,brain_frontal_cortex_ba9,brain_hippocampus,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,brain_putamen_basal_ganglia,brain_spinal_cord_cervical_c-1,brain_substantia_nigra,breast_mammary_tissue,cells_cultured_fibroblasts,cells_ebv-transformed_lymphocytes,colon_sigmoid,colon_transverse,esophagus_gastroesophageal_junction,esophagus_mucosa,esophagus_muscularis,heart_atrial_appendage,heart_left_ventricle,kidney_cortex,liver,lung,minor_salivary_gland,muscle_skeletal,nerve_tibial,ovary,pancreas,pituitary,prostate,skin_not_sun_exposed_suprapubic,skin_sun_exposed_lower_leg,small_intestine_terminal_ileum,spleen,stomach,testis,thyroid,uterus,vagina,whole_blood
ncgc00241732-01,0.0,0.0,-1.7174547,0.0,-0.89704454,0.0,0.0,0.0,1.0377849,0.73076266,-0.9850059,0.9385208,0.0,0.0,-1.0987103,0.0,0.0,0.0,0.0,0.0,-0.8881186,0.0,0.0,1.011947,0.8463992,0.7496804,-0.9993412,-0.80458814,0.0,0.95340466,0.0,0.9450961,0.9385208,-0.047460202,-0.5946351,0.0,0.0,0.0,0.0,0.0,-1.3860195,0.0,0.0,0.0,0.0,-1.3773398,0.0,1.0822076,0.0
ncgc00242267-03,0.9895835,1.9022877,0.7165859,-1.9228677,0.0,0.0,0.0,-0.83171946,0.0,0.7486267,0.0,-0.9868769,0.0,0.0,0.0,-0.9571469,-1.0963022,0.0,0.0,0.740342,0.0,0.0,0.5795487,0.0,0.0,0.0,-1.5592399,2.0045102,0.768866,-1.0018626,0.0,-1.9228677,-0.9868769,1.4895428,-0.6117191,0.0,-0.681509,0.0,0.0,0.0,-0.65369344,0.0,0.8663093,-0.7486267,0.0,0.0,0.0,0.0,-1.7498552
ncgc00242279-01,0.75848633,0.57259053,0.0,1.1881552,-0.06934169,1.52,0.714812,0.0,0.0,0.7321829,-0.66534036,0.6221389,0.71796036,0.0,0.65031576,0.0,0.65031576,0.0,-0.54654974,0.5132993,-1.3135443,0.0,1.3916442,-0.70429015,0.0,-1.0771583,-0.4230999,1.1873853,1.9882755,-1.3410809,0.71796036,-0.798712,-0.60889804,-0.94406855,0.0,0.50004417,-0.34822956,0.6213198,0.631998,0.0,0.884047,-0.7955128,0.53915447,0.52251524,0.9387074,0.40934378,0.0,-0.09200447,-0.4021442
ncgc00242296-02,0.50763845,0.19860509,0.3660226,1.6510102,-1.9332838,0.23617859,-0.49025154,0.6301841,0.83436316,0.40720838,-0.49287978,-1.0809255,0.21143585,-0.4955211,-0.4112081,-0.58394164,0.47804695,-0.92200094,-0.06710607,-0.03252595,0.04498897,1.0315137,-0.4793764,-0.69890755,0.14705452,-0.76043755,-0.97247267,0.8562118,1.3552537,0.02165366,-0.40933645,-1.8165181,-0.08150335,-1.3955655,0.59626347,0.21143585,-0.24821295,-0.35140774,-0.24041131,0.0,-0.07267083,-0.8008815,0.3580602,0.36963,-1.7052613,-0.82372946,-0.41528746,-1.155402,-0.0151300505
ncgc00242335-01,2.534537,0.2657235,1.3202491,-0.2765861,0.1861678,-0.19705,0.9376671,-0.34831583,0.46209747,-1.2169249,-0.5658853,0.7208333,-0.30140793,0.6925577,0.13806596,-0.26992026,0.33493316,0.088542216,0.14428458,0.2787245,0.28723824,0.7845504,-0.06893576,0.91392154,-0.6309999,-0.5484071,-0.6041822,0.15102799,0.49835196,0.07341979,-0.5826441,0.25359207,-0.17336959,0.6967663,-0.78544134,0.013146087,0.95638376,0.28343382,0.72295517,0.32397833,0.32248148,0.0,0.27467856,0.53978693,-0.32256556,0.7371601,0.06746399,0.25658563,-0.44208306
ncgc00242337-01,1.2999777,0.27591583,-1.033002,0.4175859,-1.8606521,-0.048303764,-0.59154063,0.7577217,0.46313015,-1.6161357,-1.5728613,1.0385207,-0.337321,-0.91021574,0.10495536,0.32965785,1.1624554,0.0,0.5038503,1.0146284,0.6285203,0.0,-0.005652576,1.1413742,0.96145475,-0.78346914,-0.60475385,-0.80704457,-0.56195,-0.5761453,0.0,-0.001963383,2.7860518,-0.8441301,0.8784379,1.1668758,-0.17951798,0.70229393,-1.3221664,-0.057231713,0.98445565,0.0,-1.4705012,-0.6765394,0.24502483,0.54523844,-0.37633523,-0.5119245,1.0220475
ncgc00242340-01,0.8878317,-0.4649917,0.07267868,-0.53651553,0.103861704,0.23636405,0.6503209,-0.245709,0.63789976,0.8106052,-0.97364634,1.6659272,-0.21454267,0.14630766,-0.15844877,-0.4280297,0.3797873,-1.634275,0.74322885,0.40479055,-0.11169126,0.0,-0.72772884,-0.2151298,1.0703796,0.3237191,-1.443651,0.47250286,0.2550059,-0.06306905,-0.6921502,-0.84630567,0.075201795,-0.2929823,-0.8357565,0.18364298,0.60735977,0.19321312,0.39640614,-0.26463187,-0.13700552,0.0,-1.8401558,0.031303145,-0.54606056,0.6444524,-0.6684009,1.8651971,-0.1747923
ncgc00242341-01,1.1440022,-0.61858124,0.014655179,0.53221214,0.0,-1.3738831,0.0,-0.619387,-2.030665,-0.7078564,-0.07305481,1.5384141,0.0,0.73988014,0.0,0.0,0.0,-0.84468174,-0.5920245,0.86294824,0.0,0.0,-0.40397912,0.6801605,-0.06632005,0.38772768,-1.1326638,0.06949792,0.0,0.679607,0.40397912,0.6279314,-1.134225,-0.4855758,-0.5303735,-0.06949792,0.063748926,0.66817915,-0.60845274,-0.06949792,0.4790293,0.0,0.0,-0.07249986,0.46431372,-1.4890113,-0.06949792,0.0,-2.2787352
ncgc00242344-01,1.8614216,0.0,0.35237437,0.0,0.0,0.5416165,0.0,0.0,0.0,0.0,-1.8990278,0.0,0.0,-0.041463416,-0.12613359,0.0,0.784247,0.0,0.58134615,0.95979697,0.0,0.0,0.40160185,0.0,-0.5270367,1.1575787,0.0,0.72782767,1.047395,0.0,0.0,0.0,0.7549298,-0.87285477,-0.8704564,0.62668073,0.4689515,1.1774824,0.0,0.0,0.44107583,0.83317935,-1.1239623,0.0,0.0,0.998796,0.0,0.0,-0.5063928
ncgc00242364-01,-0.4142312,0.3861436,-0.9018371,0.6025783,0.0,-0.0800355,0.0,0.0,0.61662716,0.5650402,0.27261752,0.5273176,-0.5273176,0.0,1.3833072,0.0,1.4862583,0.0,-0.29568085,-0.31821284,-1.4436877,0.0,0.0,-0.6594178,0.5651133,-0.22719772,-0.2383412,0.0,0.0,0.0,0.0,-1.5377289,1.3246754,-0.7391915,-0.24389407,0.0,-1.1169116,-0.27007708,-0.4481559,1.5961874,-0.042113412,0.0,0.0,0.24559148,-0.64703023,-1.1961291,0.41118127,-0.6528342,-0.23857008
ncgc00242553-01,-1.8266754,0.6354592,0.0,-0.4611454,0.0,0.0795841,0.0,0.0,-0.9403505,-0.21432646,0.0,0.0,0.0,0.0,0.12811397,0.0,-0.9192989,0.0,0.5175587,0.5459324,0.0,0.0,-0.47722906,0.057597656,1.1621315,0.0,-0.051920544,0.0,-0.5761728,0.0,-0.535919,-0.6448674,-1.6125156,-0.29043254,-0.45589462,-0.711258,-0.48893857,-0.85718924,0.0,-0.0098544285,0.0,0.0,0.0,-0.8425479,-0.60107344,-0.7583695,-0.711258,-0.7318359,-0.0069909813
ncgc00242557-01,-0.35097498,-0.26705855,-1.2569178,-0.8362609,-0.29264474,-0.120545454,0.65051943,-0.6737703,1.9951047,0.0,0.0,0.74940866,0.16249259,0.7223462,-0.47194552,0.44611225,0.0,0.6274576,-0.8203262,0.0,-0.6852923,0.0,-0.97180384,-1.1078053,-0.52195966,-1.1079638,-1.7072072,-0.62137514,-0.5440382,-1.6134764,0.0,-0.03113317,0.74940866,-2.056561,-0.15950523,0.2848572,0.4537267,0.111922264,-0.6626226,0.0,0.5879186,0.0,0.29146397,-0.16633013,0.51494,-0.5330825,0.0,-0.37610877,-0.7472039
ncgc00242559-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5339243,0.0,1.3641546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2866096,0.0,0.0,1.4432892
ncs-382,0.47290978,0.0,0.0,0.69433016,0.0,0.8153159,0.0,0.0,0.0,0.0,0.0,0.86435956,0.73241204,-0.8790613,-1.1661053,0.0,0.0,0.0,0.0,0.8796359,0.66827285,1.6829909,0.0,0.0,0.0,-0.8024154,0.0,0.0,-0.6519397,0.0,0.0,0.0,-1.1350458,0.040913876,-0.5273547,0.0,0.0,1.0303935,0.0,0.73241204,0.82193905,0.0,0.0,0.0,0.6214673,0.57458365,0.0,0.0,-0.6072164
neca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4527019,-1.3943787
necrostatin-1,-0.40802154,-0.68638384,-0.70627326,-1.0485098,-0.61098355,-0.2795307,0.07364334,-0.14210457,0.5309818,-0.16097087,-1.1600512,1.3379793,-0.066425756,-0.076619364,1.8752445,0.8321635,1.5086508,-0.8660537,-0.93145233,0.4278016,-0.64506066,0.0,-0.23993118,1.0622759,0.2329684,-0.0110454485,-0.30106086,-0.9039321,-0.73407656,1.0700873,0.4148172,-0.85546607,-0.9093128,-0.24951045,0.59403557,-0.056726485,-0.52643293,-0.7726098,-0.63582003,-0.24849594,-0.6476321,-0.29160026,-0.17814794,0.101899266,1.108561,-0.4715918,0.032115914,0.03492627,0.3347208
nefazodone hydrochloride,1.2884061,0.0,-0.59581393,2.4529998,0.41273105,0.7996588,0.75493383,-0.43983322,0.0,-0.62914306,0.0,-0.54178,0.0,0.51740324,1.111385,-0.5081471,-1.2016261,0.731123,0.27751258,0.8560443,0.0,0.0,-0.23124509,0.0,0.0,-0.9951835,0.2172791,0.42463034,1.2509829,-2.1193943,-0.25740892,-0.776846,0.5081471,-0.9492139,-0.55991393,-0.15585983,0.0,-0.4202967,0.0,-0.38504052,-0.2600053,0.0,1.9689391,2.2374413,0.0014325392,-1.4807969,-0.86446357,-1.1396058,-0.29069895
